currentTime,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,activity
26,0.06,0.57,-0.78,143.87,175.43,6.25,7
1,0.27,0.74,0.57,52.46,24.97,19.69,1
2,0.27,0.76,0.57,53.04,24.97,19.32,1
3,0.28,0.77,0.55,54.08,26.89,20.17,1
4,0.25,0.76,0.51,56.17,26.21,18.26,1
5,0.24,0.81,0.22,74.93,47.91,16.6,1
6,0.2,1,-0.43,113.25,155.56,11.05,1
7,0.16,0.77,-0.63,129.29,166.13,11.42,1
8,0.19,0.85,-0.48,119.23,158.52,12.42,1
9,0.29,0.84,0.18,77.87,58.13,19.08,1
10,0.31,0.73,0.5,55.75,32.01,23.05,1
11,0.32,0.73,0.55,52.94,30,23.57,1
12,0.27,0.79,0.51,57.24,28.3,19.11,1
13,0.27,0.79,0.49,58.05,28.35,18.6,1
14,0.05,0.82,0.45,61.5,7,3.81,1
15,0.13,0.89,0.38,66.74,18.08,7.99,1
16,0.34,0.81,0.23,74.42,56,22.46,1
17,0.29,0.77,0.49,57.53,30.43,20.49,1
18,0.13,0.75,0.4,62.02,17.42,9.46,1
19,0.38,0.92,0.26,74.38,56.04,22.55,1
20,0.38,0.77,0.42,61.14,42.22,26.57,1
21,0.09,0.86,0.27,72.35,18.92,6.23,1
22,0.28,0.95,-0.14,98.46,116.57,16.57,7
23,0.11,0.6,-0.23,111.29,154.98,10.3,7
24,0.05,-0.59,0.52,-48.65,6.05,174.67,7
25,0.57,-0.66,0.58,-48.62,44.61,139.01,7
26,0.93,0.09,0.47,10.39,63.24,84.72,7
1,0.28,0.8,0.5,57.89,29.36,19.44,1
2,0.29,0.78,0.5,57.38,30.03,20.3,1
3,0.27,0.8,0.47,59.78,30.26,18.77,1
4,0.25,0.79,0.25,72.42,45,17.58,1
5,0.21,0.92,-0.41,113.78,152.56,12.89,1
6,0.18,0.81,-0.59,125.8,162.95,12.47,1
7,0.15,0.85,-0.63,126.62,166.8,9.89,1
8,0.22,0.84,0.2,76.34,47.12,14.66,1
9,0.24,0.75,0.56,53.13,23.29,17.9,1
10,0.25,0.71,0.63,48.33,21.56,19.37,1
11,0.26,0.72,0.59,50.81,23.75,19.73,1
12,0.27,0.68,0.62,47.76,23.29,21.35,1
13,0.27,0.8,0.44,61.47,31.26,18.27,1
14,0.27,0.88,0.18,78.4,56.69,17.35,1
15,0.23,0.93,-0.34,110.29,145.71,14.15,1
16,0.19,0.8,-0.68,130.46,164.58,13.24,1
17,0.2,0.88,-0.58,123.45,160.64,13.07,1
18,0.24,0.87,-0.01,90.52,91.85,15.6,1
19,0.28,0.79,0.36,65.51,38.05,19.62,1
20,0.28,0.72,0.55,52.73,27.22,21.37,1
21,0.27,0.76,0.54,54.57,26.23,19.32,1
22,0.24,0.8,0.48,59.12,26.94,16.91,1
23,0.1,0.88,0.4,65.52,14.3,6.62,1
24,0.3,0.91,0.26,74.12,49.76,18.58,1
25,0.37,0.8,0.35,66.19,46.25,24.74,1
26,0.15,0.99,0.29,73.76,27.18,8.51,1
27,0.19,0.8,0.4,63.66,25.2,13.12,1
28,0.36,0.89,0.34,69.33,46.93,21.97,1
29,0.31,0.99,0.48,63.98,32.83,17.48,1
30,0.19,0.8,0.45,60.8,22.83,13.24,1
31,0.29,0.88,0.13,81.87,66.61,18.28,7
32,0.11,0.52,-0.27,117.58,158.2,11.8,7
33,-0.63,-2.01,-0.97,-115.76,-147.17,-162.71,7
34,-0.66,-0.21,0.69,-17.06,-44.01,-107.62,7
35,-0.87,-0.07,0.47,-8.53,-61.61,-94.64,7
36,-0.85,-0.09,0.43,-11.31,-63.23,-95.76,7
1,0.3,0.67,0.66,45.67,24.9,24.39,1
2,0.3,0.66,0.66,45,24.65,24.65,1
3,0.32,0.67,0.66,45.34,25.75,25.49,1
4,0.32,0.75,0.48,57.57,33.91,23.13,1
5,0.3,0.88,0.27,72.65,47.35,18.74,1
6,0.26,0.89,-0.14,98.97,118.61,16.14,1
7,0.21,0.79,-0.65,129.41,161.98,14.97,1
8,0.19,0.7,-0.64,132.66,163.69,15.09,1
9,0.23,0.82,-0.41,116.78,150.49,15.95,1
10,0.21,0.84,0.08,84.66,69.68,14.16,1
11,0.23,0.82,0.38,65.43,31.14,15.44,1
12,-0.07,0.92,0.34,69.98,-11.82,-4.36,1
13,-0.06,0.88,0.34,68.55,-10.3,-4.09,1
14,0.06,0.91,0.38,67.1,9.27,3.95,1
15,0.49,0.8,0.3,69.08,58.24,31.7,1
16,0.36,0.77,0.43,60.95,39.91,24.92,1
17,0.11,0.82,0.32,68.67,18.85,7.59,1
18,0.34,0.92,0.26,74.38,52.5,20.02,1
19,0.34,0.79,0.41,62.76,39.59,23.06,1
20,0.2,0.88,0.38,66.37,27.95,13.07,1
21,0.4,0.86,0.35,67.75,48.58,24.87,1
22,0.41,0.8,0.41,62.99,45.55,27.46,1
23,0.25,0.81,0.44,61.7,29.74,17.1,1
24,0.45,0.82,0.3,69.62,56.08,28.92,1
25,0.27,0.87,0.28,72.03,43.36,17.03,1
26,0.17,0.89,0.41,65.07,22.54,10.92,1
27,0.39,0.78,0.2,75.43,62.53,26.57,1
28,0.3,0.91,0.01,89.51,88.49,18.14,7
29,0.22,0.59,-0.14,103.32,122.74,20.22,7
30,-1.38,-4.2,2.5,-59.21,-28.95,-161.76,7
31,0,-0.37,0.92,-21.72,0,180,7
1,0.29,0.8,0.48,58.95,30.83,19.76,1
2,0.28,0.81,0.48,59.2,30.14,19.09,1
3,0.3,0.81,0.45,60.85,33.23,20.07,1
4,0.27,0.81,0.46,60.43,30.68,18.6,1
5,0.28,0.82,0.45,61.5,32.28,18.92,1
6,0.27,0.83,0.45,61.73,31.55,18.27,1
7,0.28,0.83,0.45,61.31,31.83,18.76,1
8,0.27,0.83,0.44,62.15,32.01,18.27,1
9,0.29,0.81,0.47,60.02,31.66,19.58,1
10,0.29,0.82,0.41,63.22,34.92,19.41,1
11,0.31,0.84,0.15,80.02,64.59,20.32,9
12,0.12,1.07,-0.81,127.2,171.79,6.25,7
13,-0.17,-3.45,0.23,-86.11,-36.25,-177.14,7
14,0.24,-0.13,1.09,-6.57,12.57,117.3,7
15,0.26,0.16,0.91,9.78,15.88,58.78,1
16,0.36,0.58,0.7,39.74,27.33,31.87,1
17,0.39,0.62,0.63,44.64,32.01,32.33,1
18,0.4,0.71,0.59,50.51,34.22,29.27,1
19,0.38,0.72,0.55,52.34,34.06,27.55,1
20,0.38,0.77,0.47,58.78,39.24,26.33,1
21,0.4,0.88,0.29,71.72,54.04,24.48,1
22,0.34,0.85,0.3,70.78,49.18,21.98,1
23,0.33,0.9,0.22,76.32,56.31,20.06,1
24,0.34,0.88,0.24,74.66,54.21,20.83,1
25,0.34,0.87,0.23,74.88,55.71,21.62,1
26,0.34,0.87,0.27,72.5,51.5,21.62,1
1,0.26,0.78,0.52,56.58,26.57,18.26,1
2,0.27,0.79,0.51,57.24,27.61,18.6,1
3,0.3,0.77,0.52,55.64,30.2,21.7,1
4,0.13,0.89,0.41,65.48,17.1,7.99,1
5,0.16,0.88,0.38,66.99,23.63,10.53,1
6,0.38,0.92,0.21,77.11,60.64,22.14,1
7,0.3,0.8,0.45,61.04,33.69,20.25,1
8,0.05,1.13,0.26,77.18,11.98,2.76,1
9,0.2,0.8,0.42,62.1,24.84,13.77,1
10,0.45,0.84,0.29,70.92,57.01,28.04,1
11,0.34,0.84,0.46,61.35,36.09,21.71,1
12,0.23,0.85,0.44,62.81,27.38,14.9,1
13,0.37,0.92,0.34,69.55,46.89,21.72,1
14,0.39,0.74,0.4,61.77,44.43,27.76,1
15,0.17,0.95,0.27,73.87,32.15,10.3,1
16,0.31,0.69,0.27,68.88,49.64,24.44,1
17,0.34,0.13,0.47,14.93,36.25,70.02,8
18,0.2,0.63,0.02,88.59,85.43,17.15,7
19,0.13,0.16,-0.44,159.44,163.11,38.99,7
20,1.13,-0.77,0.08,-84.17,86.03,124.24,7
21,1.05,-0.25,-0.05,-100.62,92.56,103.43,7
22,0.98,-0.3,0.13,-65.9,82.26,106.91,7
1,0.37,0.79,0.42,61.87,41.04,24.95,1
2,0.35,0.83,0.36,66.54,44.37,23,1
3,0.3,0.87,0.34,68.38,40.82,18.9,1
4,0.23,0.88,0.33,69.44,34.62,14.52,1
5,0.02,0.9,0.33,69.94,4.09,1.49,1
6,0.38,0.77,0.32,67.5,50.08,26.33,1
7,0.37,0.8,0.41,63.21,42.11,24.53,1
8,0.17,0.91,0.36,68.54,25.56,10.65,1
9,0.29,0.98,0.35,70.35,39.43,16.36,1
10,0.37,0.8,0.31,68.59,49.6,24.74,1
11,0.13,0.73,0.2,74.54,33.18,10.25,1
12,0.14,0.88,0.41,65.1,19.09,9.13,1
13,0.38,0.96,0.34,70.32,48.08,21.72,1
14,0.28,0.95,0.45,64.78,32.28,16.57,1
15,0.12,0.84,0.41,63.86,15.8,7.91,1
16,0.39,0.8,0.14,79.99,70.2,26.11,1
17,0.27,0.8,0.3,69.75,42.65,18.77,1
18,0.16,0.67,0.38,60.33,23.2,13.72,1
19,0.4,1.2,0.13,83.7,71.57,18.32,8
20,0.16,0.23,0.05,76.43,71.57,35.91,7
21,0.06,0.68,-0.6,131.51,174.07,5.25,7
22,-0.03,0.55,-0.78,144.63,-177.71,-3.22,7
1,0.27,0.81,0.45,60.85,30.38,18.1,1
2,0.27,0.84,0.43,62.8,31.72,17.63,1
3,0.27,0.82,0.44,61.93,31.26,17.94,1
4,0.28,0.83,0.45,61.73,32.28,18.76,1
5,0.16,0.85,0.4,64.93,22.38,10.91,1
6,0.05,0.91,0.33,70.25,9.46,3.42,1
7,0.4,0.88,0.34,68.55,49.21,24.48,1
8,0.28,0.96,0.51,62.15,28.98,16.31,1
9,0.15,0.82,0.41,63.22,19.72,10.26,1
10,0.38,0.97,0.27,74.67,54.69,21.16,1
11,0.23,1.01,0.31,72.77,36.87,13.09,1
12,0.13,0.85,0.4,64.93,17.42,8.35,1
13,0.35,0.7,0.34,63.69,45.64,26.82,1
14,-0.08,0.98,-0.25,104.36,-162.65,-4.57,7
15,0.02,0.65,-0.48,126.31,177.18,2.07,7
16,-0.54,-0.48,0.79,-31.13,-34.34,-131.48,7
1,0.23,0.87,0.3,70.64,37.57,15.12,1
2,0.13,0.98,0.09,84.56,54.78,7.68,9
3,0.12,0.89,0.28,72.47,22.62,7.5,2
4,0.17,0.95,0.31,71.71,28.81,10.3,2
5,0.34,0.9,0.17,79.17,62.9,20.5,2
6,0.33,0.84,0.3,70.14,47.12,21.25,2
7,0.08,0.97,0.04,87.69,63.43,4.61,9
8,0.09,0.88,0.26,73.58,19.98,6.12,9
9,0.37,0.92,-0.2,102.43,118.95,21.72,8
10,0.28,0.84,-0.48,119.46,149.45,18.43,8
11,0.58,0.77,-0.57,126.68,134.61,37.06,8
12,0.24,0.76,-0.56,126.59,156.71,17.72,8
13,0.34,0.66,-0.52,128.58,146.71,27.65,8
14,-0.05,0.88,-0.37,112.77,-171.53,-3.58,8
15,0.07,1.13,-0.56,116.57,172.87,3.58,8
16,0.01,0.94,-0.34,109.71,178.67,0.48,8
17,-0.24,1.01,-0.41,111.95,-149.2,-13.51,8
18,-0.15,0.89,-0.23,104.74,-147.65,-9.46,8
19,0.14,0.93,-0.31,108.58,155.77,8.6,8
20,-0.05,0.67,-0.19,105.59,-163.74,-4.65,8
21,0.34,0.73,-0.48,123.26,144.82,24.81,8
22,0.05,0.95,-0.37,111.23,172.73,2.84,8
23,0.05,0.84,-0.4,115.28,172.18,3.71,8
24,-0.01,0.84,-0.39,115.05,-178.85,-0.54,8
25,0.01,0.86,-0.39,114.44,178.85,0.52,8
26,-0.02,0.84,-0.41,115.71,-177.8,-1.06,8
27,0.01,0.85,-0.47,118.83,179.05,0.53,8
28,-0.07,0.85,-0.34,111.98,-168.44,-4.72,8
29,0.01,1,-0.52,117.63,179.14,0.45,8
30,0.04,0.84,-0.39,115.05,174.29,2.68,8
31,0.09,0.91,-0.48,118.12,169.05,5.91,8
32,-0.06,0.83,-0.36,113.46,-170.13,-4.32,8
33,0.22,0.72,-0.37,117.06,149.22,16.93,8
34,0.13,0.49,-0.02,92.73,100.01,15.1,8
35,-0.25,0.8,-0.29,109.94,-139.14,-17.42,8
36,0.02,0.7,-0.19,104.93,172.87,1.91,8
37,-0.22,0.78,-0.29,110.3,-142.88,-15.64,8
38,0.02,0.94,-0.32,108.86,177.21,0.95,8
39,-0.13,0.92,-0.34,110.02,-158.43,-8.2,8
40,-0.06,0.93,-0.34,110.29,-169.7,-3.85,8
41,0.16,0.91,-0.38,112.48,157.38,9.78,8
42,0,0.95,-0.27,105.57,180,0,8
2,0.2,0.91,0.23,75.62,39.81,12.06,2
3,0.2,0.88,0.27,73.11,36.33,12.58,2
4,0.23,0.91,0.23,75.62,45,14.38,2
5,0.34,0.88,0.2,77.04,58.84,20.83,2
6,0.34,0.88,0.18,78.4,62.4,21.45,2
7,0.06,0.91,0.07,85.6,41.63,3.91,9
8,0.17,0.99,0.09,84.6,61.39,9.83,9
9,0.27,0.88,0.09,83.94,71.08,17.21,9
10,0.16,0.91,-0.02,90.98,95.71,9.7,9
11,0.16,0.98,0.15,81.42,46.47,9.02,9
12,0.29,0.87,0.08,84.85,74.88,18.43,9
13,0.16,0.98,0.07,85.91,66.8,9.46,9
14,0.31,0.93,-0.12,97.18,110.56,18.58,8
15,0.16,0.95,-0.07,94.22,113.2,9.77,8
16,-0.06,0.88,0.43,63.85,-8.28,-4.09,8
17,-1.02,0.84,-0.72,130.69,-125.29,-50.54,8
18,-0.46,0.79,-0.3,111.11,-123.47,-30.29,8
19,-0.34,0.84,-0.35,112.81,-135.64,-22.35,8
20,-0.24,0.82,-0.3,110.38,-141.52,-16.45,8
21,-0.26,0.87,-0.34,111.62,-143.13,-16.56,8
22,-0.26,0.85,-0.33,111.07,-141.84,-16.84,8
23,-0.31,0.87,-0.27,107.03,-130.36,-19.82,8
24,-0.27,0.86,-0.23,105.26,-131.42,-17.18,8
25,-0.26,0.88,-0.26,106.42,-135,-16.42,8
26,-0.27,0.86,-0.29,108.59,-137.42,-17.18,8
1,0.24,0.91,0.24,75.16,45,14.84,1
2,0.18,0.91,0.25,74.58,35.71,11.21,1
3,0.05,0.88,0.31,70.35,9.93,3.58,2
4,0.33,1.27,0.07,86.84,77.91,14.45,9
5,0.33,0.84,0.19,77.47,60.26,21.25,2
6,0.37,1.14,0.17,81.43,64.92,17.84,9
7,-0.51,1.59,-0.77,115.77,-146.45,-17.75,8
8,-0.29,0.75,0.23,72.65,-50.96,-21.08,8
9,-0.28,0.88,-0.8,132.07,-160.56,-17.67,8
10,-0.23,0.87,-0.38,113.39,-147.99,-15.12,8
1,0.33,0.84,0.32,69.03,45.69,21.43,1
2,0.36,0.83,0.33,68.39,47.6,23.46,2
3,0.11,0.89,0.18,78.59,31.33,7,2
4,0.3,1.03,0.24,76.78,50.79,16.06,2
5,0.33,0.91,0.18,78.88,61.29,19.75,2
6,0.23,0.95,0.17,79.78,52.82,13.37,2
7,0.16,0.92,0.13,81.8,49.64,9.62,9
8,0.32,0.84,0.01,89.46,88.6,20.97,8
9,0.24,0.98,-0.05,92.75,100.95,13.93,8
10,0.06,0.95,-0.12,97.01,151.93,3.75,8
11,0.23,0.81,-0.15,100.35,123.23,15.58,8
12,-0.06,0.8,-0.23,105.72,-164.58,-4.44,8
13,-0.06,0.93,-0.27,105.95,-166.76,-3.85,8
14,0,1.17,-0.73,122.07,180,0,8
15,0.09,0.34,-0.52,146.92,169.7,15.59,8
16,-0.07,0.3,-0.69,156.64,-174.16,-13.32,8
17,0.31,0.34,-0.51,145.91,148.39,42.27,8
18,0.13,0.7,-0.61,131.23,167.7,10.81,8
1,0.27,0.84,0.41,63.65,32.68,17.63,1
2,0.26,0.85,0.38,65.79,33.96,16.84,1
3,0.27,0.86,0.38,65.99,34.76,17.18,1
4,0.31,0.83,0.34,67.46,42.27,20.67,2
5,0.15,0.91,0.34,69.39,23.36,9.22,2
6,0.26,0.98,0.15,81.42,60.07,14.68,2
7,0.35,0.84,0.2,76.46,59.98,22.62,2
8,0.15,0.98,0.14,81.87,46.55,8.58,2
9,0.23,0.98,0.18,79.66,52.52,13.39,2
10,0.34,1.02,0.07,86.07,78.18,18.17,8
11,-0.3,1.3,-0.08,93.43,-104.38,-13.14,8
12,0.09,0.58,-0.09,98.46,132.51,9.21,8
13,0.09,1,-0.45,114,168.11,5.36,8
14,0.68,1.09,-0.13,96.57,100.42,32.04,8
15,0.29,0.1,-0.21,154.29,126.12,70.64,8
16,-0.06,0.84,-0.05,93.18,-126.87,-4.24,8
17,0.15,0.92,-0.08,94.84,117.76,9.15,8
18,0.11,0.87,0.01,89.48,85.91,7.19,8
1,0.26,0.79,0.51,57.24,26.92,18.09,1
2,0.23,0.88,0.43,63.85,28.61,15,1
3,0.24,0.88,0.34,69.17,35.79,15.34,2
4,0.3,0.83,0.3,69.8,45,20.2,2
5,0.12,0.9,0.39,66.5,16.7,7.43,2
6,0.33,0.98,0.23,76.5,54.46,18.57,2
7,0.38,0.88,0.23,75,58.52,23.63,2
8,0.11,0.88,0.25,74.19,23.63,7.06,2
9,0.36,0.7,0.05,85.5,81.35,27.33,9
10,0.24,0.98,0.29,73.51,39.96,13.93,2
11,0.45,0.98,0.03,88.17,85.99,24.51,9
12,-0.11,0.76,-0.52,124.63,-168.2,-8.21,8
13,0,0.99,-0.88,131.41,180,0,8
14,0.26,0.92,-0.57,121.74,155.67,15.62,8
1,0.27,0.85,0.39,65.36,34.22,17.32,1
2,0.27,0.86,0.35,67.75,37.07,17.18,1
3,0.27,0.85,0.37,66.67,36.67,17.8,1
4,0.26,0.87,0.34,68.38,36.87,16.56,1
5,0.24,0.88,0.36,67.85,33.98,15.34,1
6,0.26,0.92,0.35,69.13,36.25,15.62,1
7,0.41,1.52,0.66,66.34,31.94,15.28,2
8,0.85,1.11,0.34,72.78,68.02,37.51,8
9,0.68,1.68,0.16,84.42,76.43,22.03,8
10,0.42,1.52,0.34,77.28,50.83,15.48,8
11,0.44,1.13,0.05,87.22,82.87,21.25,8
12,0.67,0.63,0.17,74.8,75.65,46.71,8
13,0.36,0.84,0.35,67.19,45.63,23.26,2
1,0.25,0.86,0.38,65.99,33.15,16.22,1
2,0.25,0.87,0.38,66.18,33.15,16.08,1
3,0.2,0.84,0.41,64.08,26.57,13.66,2
4,0.38,0.84,0.28,71.4,53.13,24.16,2
5,0.13,0.98,0.11,83.66,48.81,7.24,9
6,0.33,0.97,0.19,79.05,60.26,18.71,2
7,-0.08,1.07,-0.03,91.67,-111.8,-4.17,8
8,-0.29,0.73,-0.46,122.39,-147.91,-21.7,8
9,-0.2,0.8,-0.37,114.74,-151.99,-13.77,8
10,-0.16,0.84,-0.39,115.05,-157.22,-11.1,8
11,0.09,0.73,-0.56,127.45,171.31,6.67,8
12,-0.05,0.77,-0.45,120.18,-173.99,-3.5,8
13,0,0.85,-0.35,112.43,180,0,8
14,0.07,0.91,-0.34,110.18,168.18,4.4,8
15,0.1,0.91,-0.3,108.14,161.11,6.39,8
16,0.09,0.89,-0.29,107.98,163.44,5.51,8
17,0.09,0.91,-0.3,108.14,163.86,5.42,8
18,0.23,0.89,0.33,69.78,35.54,14.74,1
19,0.24,0.89,0.3,71.57,39.21,15.21,1
20,0.23,0.89,0.3,71.11,37.57,14.74,1
37,0.11,0.91,0.12,82.63,43.03,6.88,9
38,0.22,0.99,0.27,75.01,39.47,12.43,2
39,0.16,0.55,0.22,68.48,35.54,15.73,2
40,-0.15,0.38,-0.26,123.96,-150.07,-21.19,8
41,-0.34,0.86,-0.28,108.12,-129.94,-21.35,8
42,0.26,0.48,-0.66,143.57,158.55,28.02,8
43,0.34,0.64,-0.61,133.57,151.13,27.67,8
44,0.38,0.68,-0.56,129.61,145.76,29.39,8
45,0.39,0.67,-0.56,129.94,145.22,30.17,8
46,0.41,0.7,-0.53,127.38,142.59,30.3,8
1,0.25,0.84,0.41,64.08,31.61,16.65,1
2,0.29,0.86,0.38,66.43,37.63,18.59,1
3,0.13,0.88,0.42,64.26,16.5,8.13,2
4,0.27,0.98,0.39,68.36,34.99,15.52,2
5,0.37,0.79,0.23,73.98,58.32,24.95,2
6,0.04,0.72,0.11,81.35,19.65,3.11,9
7,0.29,0.89,0.15,80.54,62.82,17.98,9
8,-0.02,1.01,0.01,89.56,-63.43,-0.89,8
9,0.12,0.82,-0.96,139.51,173.05,8.13,8
10,-0.34,0.68,0.34,63.7,-45.66,-26.83,8
11,-0.26,0.9,0.05,86.52,-78.02,-16.01,8
12,-0.27,0.91,0.05,87.04,-79.99,-16.34,1
13,-0.23,0.92,0.05,86.61,-76.87,-14.26,1
14,-0.24,0.91,0.06,86.09,-75.53,-14.84,1
15,-0.24,0.92,0.08,85.16,-72.12,-14.72,1
16,-0.23,0.92,0.06,86.12,-74.58,-13.81,1
1,0.23,0.88,0.36,67.67,33.11,15,1
2,0.25,0.87,0.39,65.75,32.62,16.08,1
3,0.25,0.88,0.32,69.89,37.97,15.95,1
4,0.3,0.88,0.31,70.51,43.53,18.59,1
5,0.1,0.95,0.37,68.77,15.46,6.13,2
6,0.17,0.91,0.27,73.66,32.91,10.74,2
7,0.27,0.77,0.19,76.37,55.56,19.47,2
8,-0.02,0.75,0.05,86.42,-18.43,-1.19,8
9,0.32,1.18,0.2,80.6,58.63,15.19,9
10,0.36,0.95,0.2,78.42,61.48,20.66,9
11,1.24,0.83,0.77,47.25,58.35,56.31,8
12,0.32,0.99,-0.3,107.07,133.57,17.89,8
13,0.64,0.56,0.32,60.34,63.43,48.72,9
14,0.45,1.04,-0.44,112.83,134.49,23.2,8
15,0.48,0.84,-0.29,108.91,120.83,29.86,8
16,0.33,0.9,-0.09,95.46,104.68,20.06,8
17,0.34,0.89,-0.05,93.01,97.77,21.1,8
18,0.37,0.91,-0.02,91.47,93.65,21.89,8
19,0.33,0.92,0.01,89.51,88.64,19.59,9
20,0.3,0.95,0.11,83.4,69.78,17.43,2
21,0.4,0.86,0.13,81.21,71.57,24.87,2
22,0.28,0.91,0.16,79.82,59.74,17.1,2
23,0.1,0.91,0.15,80.78,34.38,6.34,2
24,0.3,1.02,0.32,72.62,42.83,16.18,2
25,0.4,0.78,0.27,71.22,56.31,27.02,2
26,0.1,1.02,0.24,76.69,22.75,5.67,2
27,0.28,0.95,0.23,76.08,50.19,16.57,2
28,0.24,0.91,0.3,71.42,38.48,14.96,1
29,0.27,0.88,0.3,70.96,41.91,17.21,1
30,0.2,0.92,0.27,73.93,36.33,11.96,1
31,0.1,0.98,0.29,73.51,19.36,5.94,1
32,0.14,0.95,0.28,73.43,26.57,8.46,2
33,0.38,0.8,0.21,75.31,61.14,25.44,2
34,0.16,1.07,0.12,83.75,54.46,8.71,2
35,0.1,0.84,0.28,71.57,19.86,6.86,2
36,0.42,0.91,-0.09,95.42,101.51,24.96,8
37,-0.43,0.77,0.14,79.59,-71.88,-29.3,8
38,0.33,0.96,-0.11,96.49,108.43,18.85,8
39,0.33,1.11,-0.2,99.98,120.76,16.48,8
40,0.39,0.94,-0.19,101.31,115.64,22.62,8
41,0.22,0.92,-0.13,98.2,121.26,13.35,8
42,0.17,0.95,-0.08,94.72,114.44,10.3,8
43,0.03,0.95,-0.02,91.41,126.87,1.88,8
44,0.09,0.95,-0.02,90.95,99.46,5.66,8
1,0.23,0.83,0.42,63,29.05,15.8,1
2,0.22,0.84,0.4,64.72,28.77,14.53,1
3,0.16,0.83,0.38,65.19,22.2,10.68,1
4,0.12,0.87,0.42,64.06,15.52,7.7,2
5,0.26,0.81,0.24,73.4,46.79,17.6,2
6,0.27,0.87,0.36,67.49,37.27,17.5,2
7,0.16,0.82,0.34,67.26,24.44,10.78,2
8,0.26,0.73,0.23,72.85,48.69,19.34,2
9,0.29,0.8,0.42,62.1,34.42,19.94,2
10,0.12,0.87,0.33,69.27,19.65,7.7,2
11,0.39,1.06,0.05,87.47,83.16,20.19,9
12,0.37,0.84,0.13,81.57,71.2,23.52,9
13,0.13,0.89,0.21,76.68,30.65,7.99,9
14,0.27,0.95,0.09,84.38,71.08,16.01,9
15,0.39,0.78,0.13,80.35,71.22,26.57,9
16,0.16,0.96,0.24,75.85,32.83,9.24,9
17,0.29,1,0.11,83.76,69.27,16.12,9
18,0.36,0.82,0.2,76.61,61.48,23.66,9
19,0.13,0.93,0.31,71.42,23.03,8.13,9
20,0.3,0.91,0.07,85.56,77.01,18.58,9
21,0.38,0.85,0.14,80.62,69.44,23.77,9
22,0.13,0.91,0.27,73.21,25.91,8.34,9
23,0.16,0.88,0.23,75.61,35.91,10.53,9
24,0.36,0.83,0.07,85.15,78.93,23.46,9
25,0.15,0.86,0.22,75.72,34.16,9.8,9
26,0.13,0.91,0.25,74.58,27.98,8.34,9
27,0.4,0.95,0,90,90,22.69,9
28,0.29,0.95,0.25,75.3,49.14,16.87,2
29,0.13,0.89,0.3,71.57,22.83,7.99,9
30,0.43,0.87,0.04,87.42,84.81,26.36,9
31,0.38,0.88,0.21,76.45,60.64,23.2,9
32,0.15,0.85,0.3,70.78,26.57,9.89,9
33,0.41,0.91,0.05,86.58,82.33,23.96,9
34,0.35,0.83,0.21,75.71,59.04,23,2
35,0.13,0.89,0.27,72.93,25.91,8.48,9
36,0.23,1.02,0.11,83.85,64.23,12.58,9
37,0.37,0.8,0.23,74.13,58.32,24.74,2
38,0.14,0.97,0.28,73.81,26.57,8.26,9
39,0.28,1.04,0.15,81.87,62.18,15.15,9
40,0.4,0.85,0.16,79.6,68.59,25.07,9
41,0.13,0.95,0.27,74.43,26.57,7.93,9
42,0.23,0.99,0.17,80.17,52.82,12.86,9
43,0.4,0.84,0.05,86.29,82.18,25.28,9
44,0.11,0.89,0.19,78.11,30.26,7,9
45,0.17,0.92,0.2,78.04,41.35,10.56,9
46,0.37,0.82,0.15,79.74,67.99,24.11,9
47,0.11,0.86,0.17,78.69,32.47,7.25,9
48,0.17,0.92,0.17,79.44,45,10.56,9
49,0.37,0.79,0.17,77.71,64.92,24.95,9
50,0.08,0.87,0.22,75.84,19.65,5.15,9
51,0.2,0.96,0.22,77.18,42.88,11.94,2
52,0.34,0.82,0.16,79.22,65.56,22.74,9
53,0.12,0.8,0.17,77.94,34.29,8.29,9
54,0.22,0.92,0.14,81.33,57.26,13.35,9
55,0.38,0.83,0.13,80.89,70.5,24.36,9
56,0.2,0.91,0.23,75.5,39.81,12.16,2
57,0.2,0.86,0.26,73.3,37.15,12.8,9
58,0.48,0.9,0.07,85.53,81.74,28.33,9
59,0.34,0.92,0.33,70.41,46.33,20.45,2
1,0.21,0.84,0.45,61.54,24.96,14.16,1
2,0.2,0.84,0.45,61.54,24.15,13.66,1
3,0.2,0.85,0.44,62.81,24.06,12.92,1
4,0.2,0.83,0.44,62.15,24.06,13.27,1
5,0.2,0.86,0.41,64.27,25.25,12.8,1
6,0.2,0.84,0.41,63.86,26.13,13.54,1
7,0.21,0.86,0.4,65.13,27.9,13.79,1
8,0.2,0.84,0.4,64.72,27.01,13.54,1
9,0.14,0.9,0.37,67.77,20.96,8.9,2
10,0.16,0.91,0.18,78.88,42.4,10.18,2
11,0.2,0.95,0.23,76.18,40.91,12.03,2
12,0.12,0.92,0.32,70.84,20.1,7.24,2
13,0.33,0.88,0.34,69,44.33,20.56,2
14,0.18,0.91,0.32,70.53,29.29,11.21,2
15,0.09,0.88,0.36,67.85,14.62,6.06,2
16,0.35,0.83,0.34,67.92,46.3,23,2
17,0.21,0.93,0.35,69.29,30.96,12.78,2
18,0.15,0.84,0.35,67.19,22.89,10.07,2
19,0.32,0.9,0.32,70.38,45,19.62,2
20,0.27,1.05,0.45,66.96,31.55,14.64,2
